Composition,Crystal,Processing,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,DOI,TITLE,YEAR,SOURCE,ReducedFormula,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,radius_TC,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,radius,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,volume,Tm_ROM,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
Mn104Al83Cr104(FeNi)104,BCC,CAST,3.78280000,1,298.15000000,1200.00000000,,55.00000000,,10.1016/j.msea.2019.04.104,The microstructure and mechanical properties of novel Al-Cr-Fe-Mn-Ni high-entropy alloys with trimodal distributions of coherent B2 precipitates,2019,S5,Mn104Al83Cr104(FeNi)104,0.20800000,0.16600000,0.20800000,0.20800000,0.20800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013827,2.66894636,200.72059056,-0.02336408,-0.01496410,-0.09157744,1.43483131,-0.10415997,-0.10621600,-0.09576000,-0.09781603,-0.01211032,0.06017648,0.04381637,1.41234569,50.64651780,6.95991984,1.71629259,0.07228680,12.37345957,1663.76264529,144.36072144,77.89579158,196.71743487,0.27705411,2.00554709,2.58809820,1.25111824,2.19711234,0.84173547,1.32536644,0.06116755,1.33697996,6.79685243,0.03550211,0.15080061,0.34924046,0.32656969,0.02577752,0.00775467,0.09952336,0.02913652,0.31896155,0.09228901,0.30183948,0.08838093,19.65855868,9.80209277,14.70370482,3.07471680,0.31568070,1.76645877,0.07762760,2.20855388,0.17920224,2645.62199482,2.37397337,1819.66362997
Mn217Al130Cr217(FeNi)217,BCC,CAST,3.53780000,1,298.15000000,1130.00000000,,53.00000000,,10.1016/j.msea.2019.04.104,The microstructure and mechanical properties of novel Al-Cr-Fe-Mn-Ni high-entropy alloys with trimodal distributions of coherent B2 precipitates,2019,S5,Mn217Al130Cr217(FeNi)217,0.21700000,0.13000000,0.21700000,0.21700000,0.21700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013714,2.65656540,206.12752904,-0.02306331,-0.01365186,-0.07878163,1.43096596,-0.07391004,-0.07653057,-0.06449859,-0.06711912,-0.02947764,0.04707370,-0.01385555,1.40579397,51.67048325,7.13126253,1.72089178,0.07655134,12.27372860,1695.36833667,147.31863727,80.14128257,202.20040080,0.27389780,2.04213327,2.64820341,1.28638778,2.25964557,0.87166633,1.33425249,0.06660929,1.36181563,6.99061527,0.03241023,0.13829424,0.31825562,0.29594096,0.02306224,0.00620293,0.08994859,0.02330618,0.28915489,0.07382160,0.27255147,0.07069554,20.17076753,9.87730226,14.81167279,3.03809303,0.31686473,1.75443317,0.07531078,3.14568601,0.17586149,2403.15902967,2.27645841,1631.62167840
Mn2AlCr2(FeNi)2,BCC,CAST,3.45940000,1,298.15000000,1091.00000000,,50.00000000,,10.1016/j.msea.2019.04.104,The microstructure and mechanical properties of novel Al-Cr-Fe-Mn-Ni high-entropy alloys with trimodal distributions of coherent B2 precipitates,2019,S5,Mn2AlCr2(FeNi)2,0.22200000,0.11100000,0.22200000,0.22200000,0.22200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013620,2.65087145,208.99787909,-0.02028567,-0.01046840,-0.07089387,1.42865407,-0.09324520,-0.09914734,-0.08342793,-0.08933007,0.00176249,0.08057772,0.08988404,1.40278086,52.21406984,7.22222222,1.72333333,0.07881523,12.21433574,1712.14666667,148.88888889,81.33333333,205.11111111,0.27222222,2.06155556,2.68011111,1.30511111,2.29284222,0.88755556,1.33896978,0.06949811,1.37500000,7.09850817,0.03047672,0.13058364,0.30088778,0.27863794,0.02142552,0.00534897,0.08421717,0.02009764,0.27134002,0.06467648,0.25500391,0.06096293,20.43772195,9.91373814,14.86379778,3.01965448,0.31747046,1.74809160,0.07408087,2.50083575,0.17413812,2248.42026984,2.20753039,1511.61290746
Mn53Al37Cr53(FeNi)53,BCC,CAST,3.67500000,1,298.15000000,1170.00000000,,55.00000000,,10.1016/j.msea.2019.04.104,The microstructure and mechanical properties of novel Al-Cr-Fe-Mn-Ni high-entropy alloys with trimodal distributions of coherent B2 precipitates,2019,S5,Mn53Al37Cr53(FeNi)53,0.21300000,0.14900000,0.21300000,0.21300000,0.21300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013799,2.66242136,203.37942421,-0.02451743,-0.01555488,-0.08619868,1.43305973,-0.07169246,-0.07254393,-0.06272991,-0.06358138,-0.04076093,0.03362293,-0.05132415,1.40889281,51.15004744,7.04417671,1.71855422,0.07438386,12.32768386,1679.30457831,145.81526104,79.00000000,199.41365462,0.27550201,2.02353815,2.61765462,1.26846185,2.22786273,0.85645382,1.32973611,0.06384350,1.34919277,6.88991631,0.03406110,0.14490901,0.33425901,0.31179644,0.02449773,0.00700100,0.09500147,0.02630476,0.30487871,0.08331950,0.28801137,0.07979125,19.91261136,9.84049218,14.75890754,3.05638736,0.31627014,1.76053215,0.07648831,3.23213204,0.17754373,2532.89896383,2.33060016,1732.35176325
MnAlCrFeCoCuNi,MIX,CAST,,1,298.15000000,1005.00000000,,15.00000000,,10.1016/j.msea.2008.08.025,Effects of Mn  Ti and V on the microstructure and properties of AlCrFeCoNiCu high entropy alloy,2008,S5,MnAlCrFeCoCuNi,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016777,2.66733415,175.34016484,0.08849387,0.06929336,-0.03930397,1.42594456,-0.02831668,-0.02968592,-0.04751720,-0.04888643,0.00961823,0.04204204,0.01759032,1.41149255,52.99046837,6.42857143,1.76285714,0.03531814,12.14497238,1613.84857143,146.85714286,71.85714286,185.28571429,0.29285714,2.03314286,2.48385714,1.09100000,2.35352000,0.63442857,1.52225529,0.02373143,1.39285714,7.24520404,0.03517986,0.14838967,0.36201468,0.33351865,0.02525576,0.00700625,0.09552728,0.02610091,0.31146372,0.07429141,0.29444752,0.07209293,18.02226698,8.86424037,12.93906348,3.91510921,0.36610311,1.82828283,0.06041717,9.56152176,0.18474472,2500.75426773,2.17585935,1673.32401033
Nb19Al196Cr196Fe196(CoNi)196,BCC,CAST,5.57620000,1,298.15000000,1641.00000000,3285.00000000,18.80494505,17.00000000,10.1016/j.msea.2011.10.110,Effect of Nb addition on the microstructure and properties of AlCoCrFeNi high-entropy alloy,2012,S5,Nb19Al196Cr196Fe196(CoNi)196,0.01900000,0.19600000,0.19600000,0.19600000,0.19600000,0.19600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00014411,2.69723602,189.48914892,0.00734633,-0.01190802,-0.08721930,1.42712727,-0.04611642,-0.04253228,-0.06537076,-0.06178663,-0.03794586,0.03491210,-0.03921705,1.42731594,51.29656757,7.15815816,1.77461461,0.07413085,12.17521742,1704.33705706,153.91191191,74.29629630,192.11111111,0.29601602,2.17078779,2.47114615,1.16388188,2.16822967,0.64476677,1.38632178,0.06157532,1.30726426,6.99618000,0.04517315,0.18469991,0.38554916,0.35644934,0.03290909,0.00961006,0.12007644,0.03566184,0.34472286,0.10490057,0.32912651,0.10227297,18.64947898,8.59111106,14.26603594,3.83262022,0.30290329,1.84097372,0.17452417,5.32598779,0.17493605,3494.01305796,2.62172041,2473.03941123
Nb285Re142(MoW)285,BCC,CAST,4.63540000,1,298.15000000,896.00000000,,10.40000000,7.08000000,10.1016/j.jallcom.2018.11.111,Microstructure evolution  mechanical properties and strengthening mechanism of refractory high-entropy alloy matrix composites with addition of TaC,2019,S5,Nb285Re142(MoW)285,0.28600000,0.14200000,0.28600000,0.28600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011644,2.98279124,211.45790989,-0.06746459,-0.06746459,-0.06043031,1.56595483,-0.09903060,-0.10933957,-0.09903060,-0.10933957,0.02849763,0.23125058,0.40313148,1.57842526,133.05618084,5.85656971,2.02006018,0.28191113,16.08519390,3162.85155466,267.66298897,118.25576730,307.49348044,0.32572718,3.18349248,3.49992778,1.81899699,1.60806670,1.18177031,0.82955423,0.32022482,1.68093079,13.73593247,0.02382148,0.07289299,0.45451890,0.44065903,0.01816334,0.00679094,0.05412605,0.02009229,0.42417285,0.16122722,0.40849602,0.15531778,32.57154760,10.23138827,19.37709021,2.96159732,0.27457484,1.96615842,0.04956235,3.71875568,0.09426620,1757.51767215,3.09921083,1298.16468503
Nb81Al8V81(CrMo)81,MIX,"powder metallurgical processes, spark plasma sintering (SPS)",,1,298.15000000,2933.00000000,,18.33333333,,https://doi.org/10.1016/j.ijrmhm.2021.105636,Effect of boron addition on the microstructure and mechanical properties of refractory Al0.1CrNbVMo high-entropy alloy,2021,S9,Nb81Al8V81(CrMo)81,0.24400000,0.02400000,0.24400000,0.24400000,0.24400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012635,2.88821881,212.44456056,0.08500252,0.08500252,-0.00236739,1.52384659,0.00920422,-0.00468269,0.00920422,-0.00468269,0.03749331,0.34511635,0.24184316,1.52837969,71.83841774,5.43975904,1.75882530,0.31643036,14.82218908,2464.44445783,188.22891566,80.16265060,206.87048193,0.32316265,2.60848494,3.12055422,1.56707229,2.07947048,1.06759337,0.74731095,0.34732899,1.55348193,8.04810814,0.04913191,0.14159322,0.49608064,0.46890078,0.03817746,0.01149512,0.10765969,0.03217732,0.39308484,0.10108011,0.36811190,0.09664874,21.48573172,8.23686248,13.83069307,2.92298013,0.38227254,1.95491967,0.12566146,33.83074561,0.12098061,2865.53400294,3.00237525,2100.56616386
NbVCrFeMo,BCC,CAST,8.09480000,1,298.15000000,2663.00000000,,2.70000000,,10.1007/s40195-019-00935-x,Microstructure  Mechanical Properties  and Corrosion Behavior of MoNbFeCrV  MoNbFeCrTi  and MoNbFeVTi High-Entropy Alloys,2019,S5,NbVCrFeMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,2.84810863,208.94197156,0.14083959,0.16228247,0.02817411,1.50110715,-0.01662924,-0.03641179,0.00481364,-0.01496891,0.06173293,0.32962298,0.33912368,1.50715429,69.52579600,6.00000000,1.77600000,0.26789005,14.16849395,2364.00000000,186.80000000,81.60000000,210.40000000,0.31600000,2.59880000,3.02040000,1.61200000,2.08392800,1.06820000,0.87798700,0.30317020,1.40840000,8.14838751,0.05372456,0.16062013,0.43102426,0.40703506,0.04154204,0.01100661,0.11984656,0.03176967,0.34805482,0.08339327,0.32378115,0.07755013,21.54461240,8.29021564,15.29722551,2.82756038,0.34732133,1.92397661,0.16635017,19.71615256,0.12612098,3378.27363766,3.14398153,2503.71468070
NbVMo,BCC,vacuum arc melting,5.24398000,1,298.15000000,1550.00000000,,3.70000000,,https://doi.org/10.1016/j.msea.2022.143554,Development of MoNbVTax refractory high entropy alloy with high strength at elevated temperature,2022,S9,NbVMo,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,2.96054311,208.12178268,0.06770798,0.06770798,-0.03932758,1.55898878,-0.05925563,-0.09131840,-0.05925563,-0.09131840,0.09324034,0.38792770,0.43624158,1.56665206,79.92929333,5.33333333,1.79666667,0.29468736,15.87148545,2609.66666667,200.66666667,70.33333333,187.33333333,0.36000000,2.75900000,3.05566667,1.53333333,2.56280000,0.93733333,0.74452467,0.33666667,1.52233333,8.36253199,0.03581212,0.10528290,0.56208611,0.53707777,0.02788609,0.01076642,0.08168898,0.03155904,0.37245306,0.15254877,0.35817978,0.14681544,19.28594938,6.99019550,12.66867706,3.25995733,0.48052500,2.12500000,0.08149315,4.16901550,0.11424831,1892.87477286,2.44750125,1313.81838080
Ta(TiNb)2,BCC,Selective laser melting (SLM),,1,298.15000000,1030.00000000,,80.00000000,,https://doi.org/10.1016/j.jallcom.2023.169065,Comparative study on microstructures and mechanical properties of ultra ductility single-phase Nb40Ti40Ta20 refractory medium entropy alloy by selective laser melting and vacuum arc melting,2023,S9,Ta(TiNb)2,0.20000000,0.40000000,0.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009091,3.07806895,154.55307333,0.08867721,0.05463477,-0.01100924,1.61987879,0.01944757,-0.01879048,-0.01459487,-0.05283292,0.04180170,0.16310798,0.17752483,1.62884406,92.49892800,4.60000000,1.55600000,0.12130628,17.80476173,2534.40000000,150.80000000,46.20000000,125.60000000,0.35600000,2.53200000,2.69720000,0.93800000,3.56200000,0.57280000,0.99063380,0.14000000,1.75920000,8.62680392,0.00320755,0.00969197,0.23248003,0.24361496,0.00240972,0.00108121,0.00748932,0.00336545,0.15509951,0.05935536,0.15807546,0.05778037,13.16319539,5.19873436,7.48248942,4.70879888,0.77434783,2.10559006,0.00060604,11.84683275,0.11764126,51.05378291,0.36545585,6.50526187
Ta121Ti15Nb121(MoW)121,BCC,laser powder bed fusion (LPBF),,1,298.15000000,1381.00000000,1461.00000000,4.30000000,,https://doi.org/10.1016/j.jallcom.2024.175043,Enhancing the strength and plasticity of laser powder bed fused NbMoTaW refractory high-entropy alloy via Ti alloying,2024,S9,Ta121Ti15Nb121(MoW)121,0.24200000,0.03000000,0.24200000,0.24200000,0.24200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012742,3.02378870,229.85851846,-0.02660886,-0.02916715,-0.04821281,1.58672674,-0.07006764,-0.09009205,-0.07262594,-0.09265035,0.22140180,0.45809377,0.48307510,1.60012018,135.68687467,5.45490982,1.89402806,0.30382808,16.73381768,3121.17434870,234.06212425,96.37675351,253.48897796,0.33212425,3.08933868,3.28322244,1.80051102,1.88855291,1.12997194,1.00960567,0.38012024,1.48271142,13.46456106,0.02264532,0.06621698,0.50229926,0.47368673,0.01785637,0.00466552,0.05161760,0.01364111,0.40023562,0.11609468,0.38133565,0.11205679,26.89745982,8.70654293,18.14072476,2.90557873,0.34621157,1.99456897,0.03794116,5.67580743,0.09552494,1284.50309944,2.48835628,895.86887828
Ta142Nb285(VMo)285,BCC,vacuum arc melting,5.84374000,1,298.15000000,1505.00000000,,5.80000000,,https://doi.org/10.1016/j.msea.2022.143554,Development of MoNbVTax refractory high entropy alloy with high strength at elevated temperature,2022,S9,Ta142Nb285(VMo)285,0.14200000,0.28600000,0.28600000,0.28600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011644,2.98198432,206.52963346,0.06975477,0.06975477,-0.03681780,1.56983142,-0.06199287,-0.09206826,-0.06199287,-0.09206826,0.11450682,0.39481975,0.42251889,1.57799826,94.31709605,5.28585757,1.75441324,0.28031292,16.20494861,2706.56469408,200.57171515,69.85857573,187.14343029,0.35715145,2.81468907,3.05970211,1.52858576,2.65925176,0.90723370,0.86308090,0.33144433,1.53111635,9.66478409,0.03664859,0.10599897,0.52432379,0.49787298,0.02878152,0.00984171,0.08396832,0.02866666,0.34826183,0.12670161,0.33572356,0.12136705,19.28899394,6.85297505,12.59799358,3.37256222,0.50308805,2.11115272,0.08282991,5.08352483,0.11015809,1880.70101888,2.48245398,1310.78191651
Ta142Ti285(NbMo)285,BCC,laser powder bed fusion (LPBF),,1,298.15000000,1609.00000000,,24.00000000,,https://doi.org/10.1016/j.ijrmhm.2023.106107,"Effect of Mo on the morphology, microstructure and mechanical properties of NbTa0.5TiMox refractory high entropy alloy fabricated by laser powder bed fusion using elemental mixed powders",2023,S9,Ta142Ti285(NbMo)285,0.14200000,0.28600000,0.28600000,0.28600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011644,3.03063579,185.04592904,0.01116677,-0.01316145,-0.07892542,1.59364247,-0.05470450,-0.08826434,-0.07903272,-0.11259257,0.11322909,0.31152409,0.32839982,1.60374351,93.43822694,5.00000000,1.72868606,0.19829500,16.95357514,2637.38716148,185.42126379,69.00100301,183.71313942,0.34285858,2.66547141,2.91334303,1.25273320,2.82619258,0.81633099,0.96515378,0.22567703,1.66060983,9.15192995,0.02102382,0.06146969,0.53889875,0.51972487,0.01599379,0.00616311,0.04678546,0.01801506,0.35553101,0.12948700,0.34747006,0.12563533,19.34118738,7.25619764,11.64703896,3.56882570,0.56523852,2.04348490,0.03264533,5.61356956,0.11304749,860.14244700,1.74557291,530.51301900
Ta153Ti153Al40Mo153,MIX,vacuum melting furnace,,1,298.15000000,1250.00000000,1408.00000000,8.00000000,,https://doi.org/10.1016/j.jmst.2024.01.022,Significantly ameliorating room-temperature brittleness of refractory high-entropy alloys via in situ heterogeneous structure,2024,S9,Ta153Ti153Al40Mo153,0.30700000,0.30700000,0.08000000,0.30700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011114,3.01939778,180.75921639,-0.00881703,-0.03491168,-0.11795733,1.58688428,-0.04454398,-0.05984523,-0.07063863,-0.08593988,0.06960838,0.23508714,0.21307906,1.59779661,101.73699035,4.83967936,1.72344689,0.16547876,16.73880238,2566.66092184,183.62124248,74.75150301,199.08416834,0.32547094,2.62254509,2.87218838,1.23227455,2.89840721,0.79266132,1.20141102,0.19105435,1.63991383,10.09261944,0.02265409,0.06237551,0.48311363,0.46796960,0.01763885,0.00608160,0.04676142,0.01785122,0.35417929,0.12659203,0.35111615,0.12324727,20.86421360,7.95571206,12.72274997,3.62347486,0.59888414,1.96503164,0.02868415,6.40371989,0.11616260,901.85448697,1.83681910,567.78269698
Ta156Nb156Mo156W31,BCC,vacuum arc melting,5.24496000,1,298.15000000,1621.00000000,1665.00000000,10.60000000,,https://doi.org/10.1016/j.jallcom.2024.174390,Mechanical properties and oxidation behavior of NbMoTaWx refractory high entropy alloys,2024,S9,Ta156Nb156Mo156W31,0.31300000,0.31300000,0.31300000,0.06200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010885,3.03754510,217.01545955,-0.04219648,-0.04219648,-0.06324849,1.59408880,-0.10384187,-0.12649542,-0.10384187,-0.12649542,0.17319137,0.44476221,0.47507207,1.60739976,127.02794501,5.37474950,1.79102204,0.28576289,16.96782375,3023.16833667,219.96392786,82.21843687,219.36072144,0.34565130,2.98097194,3.13215030,1.65336673,2.06921222,0.99412024,1.00672332,0.35867735,1.47878357,12.43147102,0.02279787,0.06628277,0.49681338,0.46659617,0.01795509,0.00665932,0.05227683,0.01945530,0.37050396,0.13045939,0.35402603,0.12649081,23.05252814,7.73322546,15.58884522,3.15067551,0.38498766,2.05647434,0.04225836,3.16883061,0.09862170,1142.89457383,2.19825284,767.31496895
Ta158Nb158Mo25W158,BCC,arc melting,,1,298.15000000,1210.00000000,1252.00000000,8.30000000,,https://doi.org/10.1016/j.jallcom.2021.159740,"Mechanical performance of (NbTaW)1−xMox (x = 0, 0.05, 0.15, 0.25) refractory high entropy alloys: Perspective from experiments and first principles calculations",2021,S9,Ta158Nb158Mo25W158,0.31700000,0.31700000,0.05000000,0.31700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010706,3.04421191,226.12495867,-0.02751302,-0.02751302,-0.04154342,1.59616505,-0.08126620,-0.10125884,-0.08126620,-0.10125884,0.20344881,0.44874940,0.47662078,1.61092769,149.72784184,5.36673347,1.83703407,0.29407382,17.03421021,3227.51503006,228.93787575,90.53707415,238.75951904,0.33849699,3.15198397,3.26781964,1.79302605,2.00547094,1.08018637,1.03278929,0.38300601,1.47479359,14.59586899,0.02093827,0.06013844,0.57227190,0.53551370,0.01640509,0.00601251,0.04696921,0.01714951,0.41389603,0.14923991,0.39412781,0.14111717,25.41798309,8.06412195,17.23494278,3.02523687,0.37368559,2.02341786,0.03966349,4.25180981,0.09237757,1081.80352919,2.25306246,732.08887512
Ta166Ti333Nb166(VMo)166,MIX,"ball milling, Spark Plasma Sintering (SPS)",,1,298.15000000,2824.00000000,3137.00000000,7.90000000,,https://doi.org/10.1016/j.jallcom.2020.158592,Ultra-fine grain TixVNbMoTa refractory high-entropy alloys with superior mechanical properties fabricated by powder metallurgy,2021,S9,Ta166Ti333Nb166(VMo)166,0.16600000,0.33400000,0.16600000,0.16600000,0.16600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013431,3.00696743,173.98409996,0.08810254,0.05967694,-0.04143481,1.58662187,-0.00526371,-0.04077306,-0.03368932,-0.06919866,0.06946247,0.23624288,0.25134800,1.59121875,86.03996706,4.83249749,1.66154463,0.16678041,16.73049990,2499.60581745,169.27081244,60.98294885,163.28585757,0.34330993,2.60399398,2.88013440,1.13755767,3.49926921,0.72100602,1.01723452,0.18471414,1.74257673,8.53966259,0.03213568,0.09101306,0.49918264,0.48136337,0.02512154,0.00704370,0.07303694,0.02044580,0.28682930,0.08142605,0.28353864,0.08224322,17.01839857,6.53549842,9.76622623,3.99460522,0.72411196,2.04557674,0.06048101,63.78273758,0.11927881,1284.61424981,1.97907978,831.84374633
Ta166Ti333Nb333Mo166,BCC,laser powder bed fusion (LPBF),,1,298.15000000,1534.00000000,,80.00000000,,https://doi.org/10.1016/j.ijrmhm.2023.106107,"Effect of Mo on the morphology, microstructure and mechanical properties of NbTa0.5TiMox refractory high entropy alloy fabricated by laser powder bed fusion using elemental mixed powders",2023,S9,Ta166Ti333Nb333Mo166,0.16600000,0.33400000,0.33400000,0.16600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011450,3.04893289,172.28716045,0.03947453,0.01107740,-0.05928079,1.60394905,-0.04065082,-0.07555018,-0.06904795,-0.10394730,0.09592978,0.26201852,0.26792862,1.61342592,93.02697758,4.83266533,1.65649299,0.16608874,17.28463911,2594.16733467,170.93486974,59.46292585,159.40180361,0.34835671,2.60953407,2.82288677,1.12101703,3.13392124,0.71447194,0.97568503,0.18981964,1.70186974,8.93712822,0.01725418,0.04973522,0.52627920,0.50648324,0.01272721,0.00387467,0.03727043,0.01132583,0.30108098,0.09374301,0.29605237,0.09042049,16.77543061,6.42851566,9.85705911,3.95101137,0.64848712,2.06916382,0.02530768,7.30700296,0.11493091,568.23738963,1.34280257,308.85770555
Ta178Ti178Nb178Al107(VMo)178,BCC,vacuum arc melting,5.21360000,1,298.15000000,1352.90000000,1868.00000000,21.00000000,,https://doi.org/10.1016/j.msea.2020.139275,Effects of Al addition on the microstructures and properties of MoNbTaTiV refractory high entropy alloy,2020,S9,Ta178Ti178Nb178Al107(VMo)178,0.17900000,0.17900000,0.17900000,0.10700000,0.17900000,0.17900000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015329,2.99512453,174.66781777,0.01898087,0.00378641,-0.08996020,1.57615726,-0.07666569,-0.09326445,-0.09186016,-0.10845891,0.06411143,0.24694580,0.24407932,1.58495176,86.55798988,4.78535607,1.67784353,0.18283437,16.40163896,2431.84076229,170.44533601,60.27883651,161.76730191,0.34821464,2.53954463,2.76511434,1.20102508,2.92965948,0.71827884,1.00512376,0.20909541,1.56408927,8.76333287,0.03319917,0.09402081,0.54334950,0.52287863,0.02607523,0.00663595,0.07355065,0.01982529,0.33372980,0.08830873,0.32950791,0.08568362,16.71095388,6.58029540,10.68414330,3.84963917,0.61221348,2.06849484,0.05133620,4.86239914,0.12260260,1345.88431413,1.97441003,870.77112076
